EmployeeId,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes,Attrition
237,22,415,8,2,1,1,52,1,1,3,2776,25204,1,18,3,3,80,0,2,2,1,2,2,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
696,30,771,6,2,1,2,53,3,1,2,3218,17226,2,12,3,1,80,1,9,2,3,6,5,5,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
391,50,332,5,2,1,4,50,3,1,3,2333,26334,3,23,3,1,80,0,5,3,2,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
785,33,1119,5,3,1,1,71,3,1,2,2637,14405,2,14,3,3,80,0,7,4,3,4,2,1,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1.0
99,26,898,3,3,1,1,58,3,1,3,2423,3035,1,15,3,1,80,0,4,1,2,2,0,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
1192,29,311,26,3,1,2,50,2,2,1,6796,23133,4,15,3,3,80,0,9,4,2,6,3,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0
1311,42,592,7,2,1,2,66,2,1,2,2183,14000,4,16,3,3,80,1,1,2,3,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
518,40,638,8,3,1,1,61,3,3,2,9636,22306,6,13,3,2,80,1,15,4,2,2,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
356,56,287,2,2,1,3,50,2,1,3,2484,26192,3,23,4,1,80,0,6,3,2,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
455,39,441,18,2,1,1,70,2,1,2,3861,6149,4,13,3,2,80,2,6,3,3,2,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
721,33,234,19,2,1,3,51,2,1,3,2096,13031,5,14,3,2,80,0,5,3,2,3,1,0,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1181,39,388,10,3,1,1,66,2,2,2,5394,17602,3,12,3,1,80,0,8,3,1,6,2,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
1296,49,922,1,3,1,3,79,3,2,2,4773,17261,3,13,3,3,80,0,5,4,2,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1.0
473,19,243,7,2,1,1,48,2,1,3,2182,25280,1,17,3,3,80,0,1,2,1,1,1,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1253,44,1316,2,2,1,2,91,2,3,1,10473,2381,8,13,3,4,80,1,24,1,2,20,6,3,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0
1174,29,919,10,2,1,3,62,2,1,2,3803,9697,2,20,3,3,80,0,4,2,1,3,2,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
74,35,507,2,2,1,2,83,3,1,4,3982,21160,5,13,3,3,80,0,7,2,1,3,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1086,21,153,12,3,1,3,85,3,1,2,2678,25451,1,14,3,4,80,0,1,0,3,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
672,33,1083,4,3,1,1,65,3,1,1,3209,3143,1,11,3,1,80,0,8,2,3,8,6,7,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
503,32,385,21,3,1,3,83,2,1,1,1893,16748,1,17,3,1,80,0,8,3,2,8,1,5,6,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
833,35,650,16,4,1,1,75,2,1,4,2788,17902,2,19,3,3,80,0,4,1,1,3,2,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1237,28,1123,7,3,1,3,74,2,1,1,2830,11355,3,17,3,3,80,0,2,4,2,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
965,26,1241,6,1,1,3,37,3,1,4,3949,4612,2,14,3,2,80,0,7,3,3,6,6,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1232,29,334,24,3,1,3,55,2,2,1,6781,22963,4,14,3,2,80,0,9,4,2,6,3,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0
933,48,613,12,3,1,1,65,2,3,2,8695,13349,3,12,3,4,80,0,17,1,2,10,7,1,6,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
1386,47,1169,4,3,1,1,91,1,4,2,17609,4099,2,16,3,1,80,0,25,2,2,22,9,1,10,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0
808,28,719,4,3,1,2,47,3,1,2,4685,16617,5,15,3,3,80,0,5,3,1,2,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
1238,28,374,25,2,1,2,75,1,2,1,4871,22218,5,18,3,3,80,0,6,4,2,2,2,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.0
864,26,447,19,3,1,2,62,1,1,3,2421,23267,1,18,3,2,80,0,1,3,1,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
796,30,393,25,4,1,2,77,2,1,2,2651,18179,3,19,3,2,80,0,3,2,2,1,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
341,24,927,11,2,1,3,85,3,1,2,2237,3254,1,13,3,1,80,1,2,2,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
927,37,1197,27,1,1,2,67,3,2,1,6439,11369,6,18,3,2,80,0,16,2,2,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
912,30,1280,14,3,1,2,56,3,2,2,5312,4054,7,14,3,2,80,0,7,2,2,4,2,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1.0
1136,27,944,2,2,1,3,86,2,1,3,2197,20272,0,14,3,2,80,0,7,1,2,6,4,1,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0
357,33,1138,13,4,1,4,62,3,2,3,4668,23655,4,14,3,3,80,0,5,1,2,4,2,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1.0
249,31,747,14,3,1,2,58,3,1,3,2487,22259,4,12,3,2,80,1,8,2,1,5,4,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
945,51,323,12,3,1,1,74,3,4,2,13711,7479,4,15,3,2,80,0,23,2,2,19,7,5,9,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,1.0
417,35,385,9,3,1,3,76,2,1,3,3257,21828,0,16,3,1,80,1,2,0,1,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.0
108,21,257,7,1,1,3,69,2,1,3,2000,13273,0,12,3,4,80,0,0,0,2,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
673,36,739,18,3,1,3,69,2,2,2,4582,23232,0,18,3,2,80,0,6,0,2,4,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1450,28,905,17,1,1,2,85,2,1,3,2400,14942,1,13,3,3,80,0,4,3,2,4,3,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
184,31,748,5,3,1,1,72,2,1,2,3947,14737,3,12,3,2,80,0,8,3,1,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
322,32,956,5,3,1,1,88,2,1,1,4547,9432,6,13,3,2,80,0,6,3,2,2,2,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
606,39,843,16,2,1,2,52,2,3,2,9799,12468,5,15,3,3,80,1,10,2,3,5,4,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1111,26,1219,1,1,1,1,56,3,1,1,3087,21864,2,16,3,1,80,0,7,3,3,5,3,1,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1145,27,374,7,3,1,2,51,2,1,3,2776,23242,3,15,3,2,80,2,6,2,2,4,3,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,1.0
743,27,864,6,2,1,1,38,3,1,1,4188,10142,4,20,3,1,80,0,7,2,4,4,3,0,3,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
427,26,566,2,1,1,2,47,2,1,3,3951,9797,0,16,3,2,80,0,4,2,2,3,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1119,45,677,9,2,1,2,64,2,3,3,9608,13580,1,15,3,3,80,0,9,2,2,9,7,3,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
799,27,820,2,3,1,2,49,2,1,2,4384,16211,5,16,3,3,80,0,5,2,2,2,2,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
1071,25,1140,7,1,1,3,80,2,1,2,3847,9417,3,18,3,3,80,0,4,2,2,2,2,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
458,37,401,3,3,1,1,84,1,2,3,5852,20154,6,15,3,2,80,0,16,2,2,4,4,4,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
537,30,850,5,2,1,3,76,2,1,1,3232,6754,2,22,4,2,80,0,8,2,3,5,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1.0
425,44,1474,23,2,1,1,86,2,2,1,4403,23050,4,17,3,1,80,0,16,2,3,4,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1.0
850,40,1442,20,3,1,2,84,3,4,2,15147,16827,3,14,3,4,80,0,22,1,2,7,4,4,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1214,29,447,11,3,1,1,73,2,1,1,2033,14477,1,17,3,2,80,1,1,2,3,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
351,42,557,20,2,1,2,68,2,1,2,6198,5904,2,12,3,1,80,2,7,5,3,5,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1.0
474,49,1106,11,3,1,2,46,3,2,3,7373,5719,1,18,3,1,80,2,8,2,3,8,7,6,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0
1043,30,236,15,2,1,1,50,2,2,2,5806,16936,4,11,3,1,80,0,7,3,1,3,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
664,23,806,16,3,1,3,86,2,1,1,2577,18285,2,15,3,1,80,0,3,2,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0
535,32,1091,23,2,1,2,50,2,3,1,9613,11758,6,14,3,2,80,2,10,2,2,4,3,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1244,28,351,2,3,1,2,49,1,1,3,2763,23497,5,18,3,2,80,2,4,3,2,2,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
1439,19,626,1,1,1,3,98,1,1,1,2328,20981,0,20,3,1,80,0,1,4,3,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
551,32,1013,24,2,1,1,59,2,1,2,2302,3033,3,19,3,1,80,0,4,0,2,1,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
476,39,1088,4,3,1,3,79,2,3,1,9663,10657,1,20,3,1,80,0,13,1,2,8,7,4,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0
306,44,1160,14,2,1,1,82,1,2,3,5685,9763,6,12,3,2,80,0,7,2,2,4,3,1,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,1.0
500,39,1051,5,3,1,1,79,3,1,1,2364,14558,3,12,3,3,80,0,8,3,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
552,35,836,6,3,1,3,72,2,1,1,2302,4464,4,17,3,4,80,0,7,2,1,3,3,1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,1.0
1196,27,1362,2,1,1,2,82,2,1,1,3083,16403,0,11,3,2,80,0,5,2,3,3,2,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
753,32,881,7,2,1,2,72,2,2,3,5455,22865,1,20,3,2,80,0,9,3,3,9,5,0,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
1352,29,867,9,2,1,3,88,2,1,1,2398,11400,5,20,4,2,80,0,3,4,3,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,1.0
